Test potential (mV),2020_Aslanidi_2009_purkinje,Test potential (mV),2020_Decker_2009,Test potential (mV),2020_DiFrancesco_1985,Test potential (mV),2020_Grandi_2010,Test potential (mV),2020_Hund_2004,Test potential (mV),2020_Iyer 2004,Test potential (mV),2020_Li_2010,Test potential (mV),2020_Livshitz_2007,Test potential (mV),2020_Luo_1994,Test potential (mV),2020_Mahajan_2008,Test potential (mV),2020_Matsuoka_2003,Test potential (mV),2020_Noble_1991,Test potential (mV),2020_Noble_1998,Test potential (mV),2020_ohara_2011,Test potential (mV),2020_Shannon_2004,Test potential (mV),2020_ten_Tusscher_2004,Test potential (mV),2020_ten_Tusscher_2006,Test potential (mV),2020_Tomek_2019,Test potential (mV),2020_Winslow_1999,Test potential (mV),Bartolucci 2020 (epi),Test potential (mV),Cabo 2003 (Non-infarcted) (ICaL),Test potential (mV),Cortassa 2006 (ICaL),Test potential (mV),Faber 2007 (ICaL),Test potential (mV),Fink_2008,Test potential (mV),Fox 2002,Test potential (mV),Grandi 2011,Test potential (mV),Heijman 2011,Test potential (mV),Hilgemann 1987,Test potential (mV),Hund 2008 (NZ)(ICaL),Test potential (mV),Jafri 1998,Test potential (mV),Kernik 2019 (ICaL),Test potential (mV),Li 2011 (ICaL),Test potential (mV),Michailova 2005,Test potential (mV),Nordin 1993 (ICaL),Test potential (mV),Paci 2013 (atrial-like),Test potential (mV),Pasek 2006,Test potential (mV),Sato 2006 (ICaL),Test potential (mV),Trovato 2020,Test potential (mV),Wilders 1991 (ICaL),Test potential (mV),Zeng 1995 (ICaL),Test potential (mV),Liu 1993 (ICaL)
47.99,-0.0299838,47.99,-0.0133069,47.99,0.345501,47.99,-0.00256576,47.99,-0.0299838,47.99,0.036833,47.99,-0.0384692,47.99,-0.0300181,47.99,-0.00794676,47.99,-0.0130762,47.99,-0.00907628,47.99,-0.326739,47.99,-0.0155242,47.99,-0.00813053,47.99,-0.00256667,47.99,-0.0133069,47.99,-0.0880686,47.99,-0.0176403,47.99,-0.00930519,47.99,-0.00811627,47.99,-0.00401779,47.99,-0.0126615,47.99,-0.00820671,47.99,-0.0880769,47.99,-0.0126507,47.99,-0.00256576,47.99,-0.0133064,47.99,-0.254878,47.99,-0.0133069,47.99,-0.0125687,47.99,-0.00256807,47.99,-0.0299838,47.99,-0.0929318,47.99,-0.417481,47.99,-0.0133089,47.99,-0.0115618,47.99,-0.0133033,47.99,-0.00813053,47.99,0.344771,47.99,-0.008085,47.99,2.3179
49.99,-0.0270239,49.99,-0.0118767,49.99,0.415254,49.99,-0.000834395,49.99,-0.0270239,49.99,0.0400926,49.99,-0.0343221,49.99,-0.0270598,49.99,-0.00604233,49.99,-0.01166,49.99,-0.00668739,49.99,-0.283092,49.99,0.00586099,49.99,-0.00622226,49.99,-0.000835243,49.99,-0.0118767,49.99,-0.0793953,49.99,-0.0145095,49.99,-0.00734212,49.99,-0.00620747,49.99,-0.00172625,49.99,-0.0112072,49.99,-0.00630124,49.99,-0.0794033,49.99,-0.011122,49.99,-0.000834395,49.99,-0.0118762,49.99,-0.217925,49.99,-0.0118767,49.99,-0.0111154,49.99,-0.000836607,49.99,-0.0270239,49.99,-0.0884899,49.99,-0.387688,49.99,-0.0118785,49.99,-0.0102428,49.99,-0.0118732,49.99,-0.00622226,49.99,0.414463,49.99,-0.00618091,49.99,2.79114
51.99,-0.0243218,51.99,-0.0105876,51.99,0.484316,51.99,0.000758859,51.99,-0.0243218,51.99,0.0432125,51.99,-0.0305884,51.99,-0.0243594,51.99,-0.00428461,51.99,-0.0103848,51.99,-0.0045025,51.99,-0.240789,51.99,0.026982,51.99,-0.00446067,51.99,0.00075807,51.99,-0.0105876,51.99,-0.071478,51.99,-0.0116383,51.99,-0.00543855,51.99,-0.00444534,51.99,0.000414193,51.99,-0.00989401,51.99,-0.00454247,51.99,-0.0714857,51.99,-0.00971902,51.99,0.000758859,51.99,-0.0105872,51.99,-0.182255,51.99,-0.0105876,51.99,-0.00980319,51.99,0.000756746,51.99,-0.0243218,51.99,-0.0842225,51.99,-0.359335,51.99,-0.0105894,51.99,-0.00906261,51.99,-0.0105843,51.99,-0.00446067,51.99,0.483464,51.99,-0.00442309,51.99,3.33187
53.99,-0.0218598,53.99,-0.00942748,53.99,0.552691,53.99,0.0022262,53.99,-0.0218598,53.99,0.0462042,53.99,-0.0272318,53.99,-0.0218991,53.99,-0.0026611,53.99,-0.00923811,53.99,-0.00250371,53.99,-0.199825,53.99,0.0478397,53.99,-0.00283334,53.99,0.00222547,53.99,-0.00942748,53.99,-0.0642648,53.99,-0.00900454,53.99,-0.00356821,53.99,-0.00281746,53.99,0.00241608,53.99,-0.00870951,53.99,-0.00291797,53.99,-0.0642722,53.99,-0.00842688,53.99,0.0022262,53.99,-0.00942706,53.99,-0.147864,53.99,-0.00942748,53.99,-0.00861971,53.99,0.00222418,53.99,-0.0218598,53.99,-0.0801248,53.99,-0.332418,53.99,-0.00942909,53.99,-0.00800819,53.99,-0.00942433,53.99,-0.00283334,53.99,0.551778,53.99,-0.00279917,53.99,3.94973
55.99,-0.0196207,55.99,-0.00838476,55.99,0.620386,55.99,0.00357901,55.99,-0.0196207,55.99,0.0490784,55.99,-0.0242184,55.99,-0.0196617,55.99,-0.00116013,55.99,-0.00820846,55.99,-0.000674265,55.99,-0.160192,55.99,0.0684362,55.99,-0.00132864,55.99,0.00357833,55.99,-0.00838476,55.99,-0.0577054,55.99,-0.00658746,55.99,-0.00170292,55.99,-0.00131222,55.99,0.00429113,55.99,-0.00764231,55.99,-0.00141613,55.99,-0.0577124,55.99,-0.00723116,55.99,0.00357901,55.99,-0.00838436,55.99,-0.114743,55.99,-0.00838476,55.99,-0.00755333,55.99,0.00357709,55.99,-0.0196207,55.99,-0.0761923,55.99,-0.306929,55.99,-0.00838626,55.99,-0.00706747,55.99,-0.00838177,55.99,-0.00132864,55.99,0.619412,55.99,-0.00129755,55.99,4.65572
57.99,-0.017588,57.99,-0.00744881,57.99,0.687415,57.99,0.00482788,57.99,-0.017588,57.99,0.0518451,57.99,-0.0215167,57.99,-0.0176306,57.99,0.000229159,57.99,-0.00728509,57.99,0.00100138,57.99,-0.121874,57.99,0.0887752,57.99,6.42E-05,57.99,0.00482724,57.99,-0.00744881,57.99,-0.0517513,57.99,-0.00436777,57.99,0.000188058,57.99,8.12E-05,57.99,0.00605026,57.99,-0.00668173,57.99,-2.61E-05,57.99,-0.0517579,57.99,-0.00611773,57.99,0.00482788,57.99,-0.00744843,57.99,-0.082876,57.99,-0.00744881,57.99,-0.00659323,57.99,0.00482604,57.99,-0.017588,57.99,-0.0724203,57.99,-0.282852,57.99,-0.0074502,57.99,-0.00622932,57.99,-0.00744597,57.99,6.42E-05,57.99,0.686379,57.99,9.25E-05,57.99,5.4624
59.99,-0.0157458,59.99,-0.00660973,59.99,0.753797,59.99,0.00598261,59.99,-0.0157458,59.99,0.0545141,59.99,-0.0190976,59.99,-0.0157902,59.99,0.00151684,59.99,-0.00645806,59.99,0.00253765,59.99,-0.0848489,59.99,0.108862,59.99,0.00135529,59.99,0.00598202,59.99,-0.00660973,59.99,-0.0463559,59.99,-0.00232758,59.99,0.00213888,59.99,0.00137282,59.99,0.00770363,59.99,-0.0058179,59.99,0.00126205,59.99,-0.0463622,59.99,-0.00507264,59.99,0.00598261,59.99,-0.00660938,59.99,-0.0522425,59.99,-0.00660973,59.99,-0.00572937,59.99,0.00598085,59.99,-0.0157458,59.99,-0.0688041,59.99,-0.260166,59.99,-0.00661102,59.99,-0.00548351,59.99,-0.00660706,59.99,0.00135529,59.99,0.7527,59.99,0.00138112,59.99,6.38413
61.99,-0.014079,61.99,-0.0058584,61.99,0.819556,61.99,0.00705226,61.99,-0.014079,61.99,0.0570942,61.99,-0.0169341,61.99,-0.0141251,61.99,0.00271223,61.99,-0.0057182,61.99,0.00394786,61.99,-0.049091,61.99,0.128702,61.99,0.00255385,61.99,0.00705171,61.99,-0.0058584,61.99,-0.0414751,61.99,-0.000450308,61.99,0.0041882,61.99,0.00257193,61.99,0.00926063,61.99,-0.0050417,61.99,0.0024577,61.99,-0.041481,61.99,-0.00408198,61.99,0.00705226,61.99,-0.00585806,61.99,-0.0228157,61.99,-0.0058584,61.99,-0.00495242,61.99,0.00705058,61.99,-0.014079,61.99,-0.0653392,61.99,-0.238842,61.99,-0.00585959,61.99,-0.00482067,61.99,-0.00585589,61.99,0.00255385,61.99,0.818397,61.99,0.00257744,61.99,7.43734
63.99,-0.0125733,63.99,-0.00518638,63.99,0.88472,63.99,0.00804517,63.99,-0.0125733,63.99,0.0595939,63.99,-0.0150015,63.99,-0.0126212,63.99,0.00382391,63.99,-0.00505707,63.99,0.00524429,63.99,-0.0145675,63.99,0.148305,63.99,0.00366846,63.99,0.00804466,63.99,-0.00518638,63.99,-0.0370668,63.99,0.00127931,63.99,0.00638072,63.99,0.00368711,63.99,0.0107299,63.99,-0.00434471,63.99,0.0035694,63.99,-0.0370724,63.99,-0.0031317,63.99,0.00804517,63.99,-0.00518607,63.99,0.0054363,63.99,-0.00518638,63.99,-0.00425375,63.99,0.00804356,63.99,-0.0125733,63.99,-0.0620208,63.99,-0.21885,63.99,-0.00518748,63.99,-0.00423224,63.99,-0.00518403,63.99,0.00366846,63.99,0.883499,63.99,0.00369006,63.99,8.64076
65.99,-0.0112153,65.99,-0.00458595,65.99,0.949321,65.99,0.00896899,65.99,-0.0112153,65.99,0.0620209,65.99,-0.013277,65.99,-0.0112649,65.99,0.00485979,65.99,-0.00446692,65.99,0.00643819,65.99,0.0187582,65.99,0.167677,65.99,0.00470702,65.99,0.00896852,65.99,-0.00458595,65.99,-0.0330915,65.99,0.0028753,65.99,0.00876914,65.99,0.00472622,65.99,0.0121196,65.99,-0.0037192,65.99,0.00460502,65.99,-0.0330967,65.99,-0.00220744,65.99,0.00896899,65.99,-0.00458566,65.99,0.0325497,65.99,-0.00458595,65.99,-0.00362533,65.99,0.00896745,65.99,-0.0112153,65.99,-0.0588443,65.99,-0.200151,65.99,-0.00458696,65.99,-0.00371043,65.99,-0.00458375,65.99,0.00470702,65.99,0.948038,65.99,0.00472682,65.99,10.0158
67.99,-0.00999218,67.99,-0.00405002,67.99,1.01339,67.99,0.00983072,67.99,-0.00999218,67.99,0.0643825,67.99,-0.0117399,67.99,-0.0100436,67.99,0.0058271,67.99,-0.00394066,67.99,0.00753986,67.99,0.050927,67.99,0.186829,67.99,0.00567673,67.99,0.00983028,67.99,-0.00405002,67.99,-0.0295119,67.99,0.00435056,67.99,0.011417,67.99,0.0056965,67.99,0.0134368,67.99,-0.00315811,67.99,0.0055718,67.99,-0.0295168,67.99,-0.00129426,67.99,0.00983072,67.99,-0.00404975,67.99,0.0585649,67.99,-0.00405002,67.99,-0.00305971,67.99,0.00982925,67.99,-0.00999218,67.99,-0.0558052,67.99,-0.182705,67.99,-0.00405095,67.99,-0.00324817,67.99,-0.00404798,67.99,0.00567673,67.99,1.01205,67.99,0.00569494,67.99,11.587
69.99,-0.00889212,69.99,-0.00357212,69.99,1.07698,69.99,0.0106368,69.99,-0.00889212,69.99,0.0666853,69.99,-0.0103712,69.99,-0.00894535,69.99,0.00673246,69.99,-0.00347183,69.99,0.00855874,69.99,0.0819833,69.99,0.205772,69.99,0.00658423,69.99,0.0106364,69.99,-0.00357212,69.99,-0.0262933,69.99,0.00571685,69.99,0.0144024,69.99,0.00660457,69.99,0.0146885,69.99,-0.00265496,69.99,0.00647634,69.99,-0.0262978,69.99,-0.000376372,69.99,0.0106368,69.99,-0.00357187,69.99,0.0835258,69.99,-0.00357212,69.99,-0.0025499,69.99,0.0106354,69.99,-0.00889212,69.99,-0.0528988,69.99,-0.166466,69.99,-0.00357297,69.99,-0.00283904,69.99,-0.00357022,69.99,0.00658423,69.99,1.07557,69.99,0.00660102,69.99,13.3823
71.99,-0.00790407,71.99,-0.00314635,71.99,1.14012,71.99,0.0113929,71.99,-0.00790407,71.99,0.0689355,71.99,-0.00915351,71.99,-0.00795911,71.99,0.00758192,71.99,-0.00305452,71.99,0.00950338,71.99,0.111974,71.99,0.224516,71.99,0.00743556,71.99,0.0113926,71.99,-0.00314635,71.99,-0.0234031,71.99,0.00698492,71.99,0.0178239,71.99,0.00745645,71.99,0.0158807,71.99,-0.00220386,71.99,0.0073247,71.99,-0.0234074,71.99,0.000563237,71.99,0.0113929,71.99,-0.00314611,71.99,0.107479,71.99,-0.00314635,71.99,-0.00208923,71.99,0.0113916,71.99,-0.00790407,71.99,-0.0501208,71.99,-0.151385,71.99,-0.00314713,71.99,-0.00247727,71.99,-0.00314459,71.99,0.00743556,71.99,1.13864,71.99,0.00745107,71.99,15.4337
73.99,-0.00701775,73.99,-0.00276734,73.99,1.20285,73.99,0.0121045,73.99,-0.00701775,73.99,0.0711388,73.99,-0.00807128,73.99,-0.0070746,73.99,0.00838098,73.99,-0.0026834,73.99,0.0103816,73.99,0.14095,73.99,0.243074,73.99,0.00823621,73.99,0.0121042,73.99,-0.00276734,73.99,-0.0208113,73.99,0.00816456,73.99,0.0218087,73.99,0.00825767,73.99,0.0170191,73.99,-0.00179945,73.99,0.00812238,73.99,-0.0208153,73.99,0.00154322,73.99,0.0121045,73.99,-0.00276712,73.99,0.130474,73.99,-0.00276734,73.99,-0.00167115,73.99,0.0121032,73.99,-0.00701775,73.99,-0.0474667,73.99,-0.137413,73.99,-0.00276805,73.99,-0.00215764,73.99,-0.00276571,73.99,0.00823621,73.99,1.20131,73.99,0.00825061,73.99,17.7776
75.99,-0.00622364,75.99,-0.00243022,75.99,1.26522,75.99,0.0127763,75.99,-0.00622364,75.99,0.0733004,75.99,-0.00711021,75.99,-0.00628232,75.99,0.00913464,75.99,-0.00235361,75.99,0.0112004,75.99,0.168962,75.99,0.261456,75.99,0.0089912,75.99,0.012776,75.99,-0.00243022,75.99,-0.01849,75.99,0.00926467,75.99,0.0265247,75.99,0.00901323,75.99,0.0181087,75.99,-0.00143687,75.99,0.00887438,75.99,-0.0184936,75.99,0.00258441,75.99,0.0127763,75.99,-0.00243002,75.99,0.152561,75.99,-0.00243022,75.99,-0.00128885,75.99,0.0127751,75.99,-0.00622364,75.99,-0.044932,75.99,-0.124496,75.99,-0.00243087,75.99,-0.00187544,75.99,-0.00242872,75.99,0.0089912,75.99,1.26362,75.99,0.0090046,75.99,20.4559
77.99,-0.00551297,77.99,-0.00213058,77.99,1.32727,77.99,0.0134127,77.99,-0.00551297,77.99,0.075425,77.99,-0.00625746,77.99,-0.00557349,77.99,0.00984744,77.99,-0.00206075,77.99,0.0119663,77.99,0.196063,77.99,0.279676,77.99,0.00970508,77.99,0.0134124,77.99,-0.00213058,77.99,-0.0164134,77.99,0.0102933,77.99,0.0322009,77.99,0.00972768,77.99,0.0191543,77.99,-0.00111171,77.99,0.00958527,77.99,-0.0164168,77.99,0.00371055,77.99,0.0134127,77.99,-0.0021304,77.99,0.173792,77.99,-0.00213058,77.99,-0.000934495,77.99,0.0134115,77.99,-0.00551297,77.99,-0.0425125,77.99,-0.112581,77.99,-0.00213118,77.99,-0.00162648,77.99,-0.0021292,77.99,0.00970508,77.99,1.3256,77.99,0.0097176,77.99,23.5162
79.99,-0.00487767,79.99,-0.00186444,79.99,1.38905,79.99,0.0140175,79.99,-0.00487767,79.99,0.0775169,79.99,-0.00550139,79.99,-0.00494003,79.99,0.0105235,79.99,-0.00180088,79.99,0.0126849,79.99,0.222305,79.99,0.297746,79.99,0.010382,79.99,0.0140172,79.99,-0.00186444,79.99,-0.0145579,79.99,0.0112578,79.99,0.0391586,79.99,0.0104051,79.99,0.02016,79.99,-0.000819994,79.99,0.0102591,79.99,-0.014561,79.99,0.00494912,79.99,0.0140175,79.99,-0.00186427,79.99,0.19422,79.99,-0.00186444,79.99,-0.000597347,79.99,0.0140163,79.99,-0.00487767,79.99,-0.0402039,79.99,-0.101613,79.99,-0.00186498,79.99,-0.00140696,79.99,-0.00186317,79.99,0.010382,79.99,1.38732,79.99,0.0103937,79.99,27.0129
81.99,-0.00431034,81.99,-0.0016282,81.99,1.4506,81.99,0.0145943,81.99,-0.00431034,81.99,0.07958,81.99,-0.00483153,81.99,-0.00437455,81.99,0.0111665,81.99,-0.00157041,81.99,0.0133616,81.99,0.247743,81.99,0.315677,81.99,0.0110256,81.99,0.014594,81.99,-0.0016282,81.99,-0.0129017,81.99,0.0121647,81.99,0.047866,81.99,0.0110493,81.99,0.0211298,81.99,-0.000558114,81.99,0.0108998,81.99,-0.0129045,81.99,0.00633253,81.99,0.0145943,81.99,-0.00162805,81.99,0.213897,81.99,-0.0016282,81.99,-0.000258555,81.99,0.0145931,81.99,-0.00431034,81.99,-0.0380021,81.99,-0.0915382,81.99,-0.00162869,81.99,-0.00121353,81.99,-0.00162704,81.99,0.0110256,81.99,1.4488,81.99,0.0110366,81.99,31.0085
83.99,-0.0038042,83.99,-0.00141862,83.99,1.51197,83.99,0.0151462,83.99,-0.0038042,83.99,0.0816178,83.99,-0.00423847,83.99,-0.00387026,83.99,0.0117799,83.99,-0.00136614,83.99,0.0140009,83.99,0.27243,83.99,0.333483,83.99,0.0116393,83.99,0.015146,83.99,-0.00141862,83.99,-0.0114249,83.99,0.01302,83.99,0.0590353,83.99,0.0116636,83.99,0.022067,83.99,-0.00032283,83.99,0.0115104,83.99,-0.0114275,83.99,0.00789963,83.99,0.0151462,83.99,-0.00141848,83.99,0.232875,83.99,-0.00141862,83.99,0.000128624,83.99,0.0151451,83.99,-0.0038042,83.99,-0.0359031,83.99,-0.0823011,83.99,-0.00141906,83.99,-0.00104316,83.99,-0.00141755,83.99,0.0116393,83.99,1.5101,83.99,0.0116498,83.99,35.5738
85.99,-0.00335306,85.99,-0.00123278,85.99,1.57319,85.99,0.0156762,85.99,-0.00335306,85.99,0.0836336,85.99,-0.00371373,85.99,-0.00342099,85.99,0.0123666,85.99,-0.00118517,85.99,0.0146071,85.99,0.296417,85.99,0.351175,85.99,0.0122261,85.99,0.0156759,85.99,-0.00123278,85.99,-0.0101095,85.99,0.0138291,85.99,0.0738083,85.99,0.012251,85.99,0.0229748,85.99,-0.000111212,85.99,0.0120943,85.99,-0.0101119,85.99,0.0096978,85.99,0.0156762,85.99,-0.00123265,85.99,0.251205,85.99,-0.00123278,85.99,0.000760407,85.99,0.015675,85.99,-0.00335306,85.99,-0.0339027,85.99,-0.0738484,85.99,-0.00123319,85.99,-0.000893174,85.99,-0.00123181,85.99,0.0122261,85.99,1.57125,85.99,0.0122361,85.99,40.7904
87.99,-0.00295131,87.99,-0.00106808,87.99,1.63431,87.99,0.0161866,87.99,-0.00295131,87.99,0.0855867,87.99,-0.00324973,87.99,-0.0030211,87.99,0.0129294,87.99,-0.00102493,87.99,0.0151839,87.99,0.319755,87.99,0.368765,87.99,0.0127889,87.99,0.0161864,87.99,-0.00106808,87.99,-0.00893897,87.99,0.0145969,87.99,0.0941437,87.99,0.0128143,87.99,0.0238561,87.99,7.94E-05,87.99,0.012654,87.99,-0.00894114,87.99,0.0117858,87.99,0.0161866,87.99,-0.00106796,87.99,0.268938,87.99,-0.00106808,87.99,0.00661587,87.99,0.0161855,87.99,-0.00295131,87.99,-0.0319971,87.99,-0.0661274,87.99,-0.00106844,87.99,-0.000761169,87.99,-0.00106718,87.99,0.0127889,87.99,1.63231,87.99,0.0127984,87.99,46.751
89.99,-0.00259383,89.99,-0.000922156,89.99,1.69537,89.99,0.0166799,89.99,-0.00259383,89.99,0.087468,89.99,-0.00283967,89.99,-0.00266549,89.99,0.0134707,89.99,-0.000883081,89.99,0.0157348,89.99,0.342495,89.99,0.386264,89.99,0.0133299,89.99,0.0166797,89.99,-0.000922156,89.99,-0.00789823,89.99,0.0153275,89.99,0.12371,89.99,0.013356,89.99,0.0247134,89.99,0.000251879,89.99,0.013192,89.99,-0.00790022,89.99,0.0142378,89.99,0.0166799,89.99,-0.000922047,89.99,0.286122,89.99,-0.000922156,89.99,-0.00107048,89.99,0.0166788,89.99,-0.00259383,89.99,-0.0301826,89.99,-0.059087,89.99,-0.000922488,89.99,-0.000645025,89.99,-0.00092134,89.99,0.0133299,89.99,1.69329,89.99,0.0133391,89.99,53.5618
91.99,-0.00227597,91.99,-0.000792919,91.99,1.7564,91.99,0.0171581,91.99,-0.00227597,91.99,0.0893407,91.99,-0.00247746,91.99,-0.00234951,91.99,0.0139928,91.99,-0.000757562,91.99,0.0162627,91.99,0.364683,91.99,0.403683,91.99,0.0138516,91.99,0.0171579,91.99,-0.000792919,91.99,-0.00697374,91.99,0.0160251,91.99,0.170287,91.99,0.0138782,91.99,0.025549,91.99,0.00040117,91.99,0.0137106,91.99,-0.00697555,91.99,0.0171492,91.99,0.0171581,91.99,-0.000792819,91.99,0.302804,91.99,-0.000792919,91.99,-0.000227961,91.99,0.017157,91.99,-0.00227597,91.99,-0.0284553,91.99,-0.0526777,91.99,-0.000793219,91.99,-0.000542853,91.99,-0.000792173,91.99,0.0138516,91.99,1.75425,91.99,0.0138604,91.99,61.344
93.99,-0.00199356,93.99,-0.000678487,93.99,1.81743,93.99,0.0176229,93.99,-0.00199356,93.99,0.0912062,93.99,-0.00215767,93.99,-0.00206897,93.99,0.0144976,93.99,-0.000646517,93.99,0.0167703,93.99,0.386366,93.99,0.421032,93.99,0.0143558,93.99,0.0176227,93.99,-0.000678487,93.99,-0.00615319,93.99,0.016693,93.99,0.253769,93.99,0.0143829,93.99,0.0263651,93.99,0.000544899,93.99,0.0142118,93.99,-0.00615483,93.99,0.0206451,93.99,0.0176229,93.99,-0.000678397,93.99,0.319027,93.99,-0.000678487,93.99,0.000113216,93.99,0.0176218,93.99,-0.00199356,93.99,-0.0268117,93.99,-0.0468519,93.99,-0.000678759,93.99,-0.000452981,93.99,-0.000677807,93.99,0.0143558,93.99,1.81521,93.99,0.0143643,93.99,70.2361
95.99,-0.00174279,95.99,-0.000577184,95.99,1.87851,95.99,0.018076,95.99,-0.00174279,95.99,0.0930661,95.99,-0.00187547,95.99,-0.00182009,95.99,0.0149869,95.99,-0.000548293,95.99,0.0172601,95.99,0.407586,95.99,0.43832,95.99,0.0148443,95.99,0.0180758,95.99,-0.000577184,95.99,-0.00542546,95.99,0.0173344,95.99,,95.99,0.014872,95.99,0.0271634,95.99,0.000672403,95.99,0.0146973,95.99,-0.00542696,95.99,0.0248936,95.99,0.018076,95.99,-0.000577101,95.99,0.334836,95.99,-0.000577184,95.99,0.000335123,95.99,0.0180749,95.99,-0.00174279,95.99,-0.0252483,95.99,-0.0415643,95.99,-0.000577429,95.99,-0.000373927,95.99,-0.000576563,95.99,0.0148443,95.99,1.87622,95.99,0.0148526,95.99,80.3966
97.99,-0.00152027,97.99,-0.000487512,97.99,1.93965,97.99,0.0185188,97.99,-0.00152027,97.99,0.0949214,97.99,-0.00162652,97.99,-0.00159944,97.99,0.0154623,97.99,-0.000461417,97.99,0.0177342,97.99,0.428387,97.99,0.455556,97.99,0.0153188,97.99,0.0185186,97.99,-0.000487512,97.99,-0.00478055,97.99,0.0179521,97.99,,97.99,0.0153471,97.99,0.0279457,97.99,0.000788062,97.99,0.0151687,97.99,-0.00478191,97.99,0.0301263,97.99,0.0185188,97.99,-0.000487437,97.99,0.350269,97.99,-0.000487512,97.99,0.000505165,97.99,0.0185178,97.99,-0.00152027,97.99,-0.0237617,97.99,-0.0367716,97.99,-0.000487734,97.99,-0.00030438,97.99,-0.000486946,97.99,0.0153188,97.99,1.93729,97.99,0.0153268,97.99,92.0062
# x axis: Test potential (mV); y axis: GHK Driving Term (mC_per_uL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# x axis: Test potential (mV); y axis: GHK Driving Term (mC_per_uL),,,,,,,,,,,,,,,,,,,,,,,,,
