Test potential (mV),Aslanidi 2009 atrial,Test potential (mV),Aslanidi 2009 Purkinje,Test potential (mV),Bartolucci 2020 (epi),Test potential (mV),Beeler-Reuter 1977,Test potential (mV),Bondarenko 2004 apical,Test potential (mV),Cabo 2003 (Non-infarcted) (ICaL),Test potential (mV),Corrias 2011,Test potential (mV),Cortassa 2006 (ICaL),Test potential (mV),Courtemanche 1998,Test potential (mV),Decker 2009,Test potential (mV),Demir 1994,Test potential (mV),DiFrancesco 1985 ICaL study,Test potential (mV),Dokos 1996 (ICaL Only),Test potential (mV),Faber 2007 (ICaL),Test potential (mV),Fink 2008,Test potential (mV),Fox 2002,Test potential (mV),Grandi 2010 ICaL study,Test potential (mV),Grandi 2011,Test potential (mV),Heijman 2011,Test potential (mV),Hilgemann 1987,Test potential (mV),Hund 2008 (NZ)(ICaL),Test potential (mV),Hund Rudy 2004,Test potential (mV),Inada 2009 (atrio-nodal),Test potential (mV),Iyer 2004 ICaL study,Test potential (mV),Jafri 1998,Test potential (mV),Kernik 2019 (ICaL),Test potential (mV),Koivumaki 2011 ICaL study,Test potential (mV),Kurata 2002 ICaL study,Test potential (mV),Li 2010,Test potential (mV),Li 2011 (ICaL),Test potential (mV),Lindblad 1996,Test potential (mV),Liu 1993 (ICaL),Test potential (mV),Livshitz 2007 (ICaL),Test potential (mV),Lovell 2004 (ICaL),Test potential (mV),Luo 1994 ICaL study,Test potential (mV),Mahajan 2008,Test potential (mV),Matsuoka 2003 ICaL study,Test potential (mV),McAllister 1975 (Model B),Test potential (mV),Michailova 2005,Test potential (mV),Noble 1991 ICaL study,Test potential (mV),Noble 1998 ICaL study,Test potential (mV),Nordin 1993 (ICaL),Test potential (mV),Nygren 1998,Test potential (mV),O'Hara 2011 ICaL study,Test potential (mV),Paci 2013 (atrial-like),Test potential (mV),Pandit 2001 (epi),Test potential (mV),Pasek 2006,Test potential (mV),Priebe 1998,Test potential (mV),Ramirez 2000,Test potential (mV),Sato 2006 (ICaL),Test potential (mV),Shannon 2004 ICaL study,Test potential (mV),ten Tusscher 2004 (epi),Test potential (mV),ten Tusscher 2006 (epi),Test potential (mV),Tomek 2019 ICaL study,Test potential (mV),Trovato 2020,Test potential (mV),Varela 2016 (right atrium),Test potential (mV),Wilders 1991 (ICaL),Test potential (mV),Winslow 1999 ICaL study,Test potential (mV),Zeng 1995 (ICaL),Test potential (mV),Zhang 2000
25.99,-0.809226,25.99,-0.810094,25.99,-0.414183,25.99,-0.941557,25.99,-0.700475,25.99,-0.726513,25.99,-0.893839,25.99,-0.498791,25.99,-0.757902,25.99,-0.87201,25.99,-0.504948,25.99,-0.374055,25.99,-0.680124,25.99,-0.623556,25.99,-0.788864,25.99,0.642203,25.99,-0.45696,25.99,-0.387073,25.99,-0.871825,25.99,-0.6941,25.99,-0.673041,25.99,-0.976946,25.99,-0.821364,25.99,-0.218129,25.99,-0.310352,25.99,-0.225673,25.99,-0.747084,25.99,-0.479558,25.99,-0.510509,25.99,-0.793822,25.99,-0.959213,25.99,-0.321239,25.99,-0.809102,25.99,-0.485379,25.99,-0.432904,25.99,-0.560446,25.99,-0.317487,25.99,-0.606546,25.99,-0.173605,25.99,-0.563267,25.99,-0.54015,25.99,-0.6837,25.99,-0.685723,25.99,-0.379738,25.99,-0.487885,25.99,-0.882401,25.99,-0.487219,25.99,-0.810269,25.99,-0.738782,25.99,-0.458654,25.99,-0.332053,25.99,-0.486382,25.99,-0.532314,25.99,-0.602754,25.99,-0.367736,25.99,-0.76806,25.99,-0.417207,25.99,-0.431293,25.99,-0.43508,25.99,-0.45902
27.99,-0.764605,27.99,-0.762236,27.99,-0.370638,27.99,-0.928707,27.99,-0.663799,27.99,-0.654477,27.99,-0.880134,27.99,-0.453767,27.99,-0.721547,27.99,-0.823014,27.99,-0.456459,27.99,-0.314458,27.99,-0.63752,27.99,-0.568493,27.99,-0.734211,27.99,0.792392,27.99,-0.404523,27.99,-0.341638,27.99,-0.822809,27.99,-0.654911,27.99,-0.616838,27.99,-0.997859,27.99,-0.782059,27.99,-0.117086,27.99,-0.280794,27.99,-0.19819,27.99,-0.709654,27.99,-0.429942,27.99,-0.464029,27.99,-0.745631,27.99,-0.93807,27.99,-0.172637,27.99,-0.765545,27.99,-0.444761,27.99,-0.389662,27.99,-0.511227,27.99,-0.28433,27.99,-0.583553,27.99,-0.108788,27.99,-0.528355,27.99,-0.506137,27.99,-0.650715,27.99,-0.646213,27.99,-0.338166,27.99,-0.443289,27.99,-0.852978,27.99,-0.446018,27.99,-0.772911,27.99,-0.704089,27.99,-0.416317,27.99,-0.29304,27.99,-0.442223,27.99,-0.489949,27.99,-0.548571,27.99,-0.333013,27.99,-0.726555,27.99,-0.349339,27.99,-0.388612,27.99,-0.391852,27.99,-0.415307
29.99,-0.715007,29.99,-0.713741,29.99,-0.330159,29.99,-0.915108,29.99,-0.62678,29.99,-0.583168,29.99,-0.866086,29.99,-0.411573,29.99,-0.684478,29.99,-0.77054,29.99,-0.407651,29.99,-0.254335,29.99,-0.594574,29.99,-0.514509,29.99,-0.679465,29.99,0.950452,29.99,-0.354987,29.99,-0.299061,29.99,-0.770323,29.99,-0.61517,29.99,-0.562996,29.99,-1,29.99,-0.741269,29.99,-0.0172135,29.99,-0.253563,29.99,-0.172737,29.99,-0.671156,29.99,-0.380038,29.99,-0.420841,29.99,-0.696485,29.99,-0.91256,29.99,-0.000921797,29.99,-0.721218,29.99,-0.404027,29.99,-0.34886,29.99,-0.464844,29.99,-0.253198,29.99,-0.560003,29.99,-0.0472227,29.99,-0.493815,29.99,-0.472587,29.99,-0.617965,29.99,-0.606405,29.99,-0.29996,29.99,-0.401768,29.99,-0.821946,29.99,-0.407546,29.99,-0.734184,29.99,-0.668792,29.99,-0.377111,29.99,-0.256516,29.99,-0.401089,29.99,-0.44969,29.99,-0.496496,29.99,-0.301125,29.99,-0.684192,29.99,-0.281455,29.99,-0.348941,29.99,-0.351048,29.99,-0.371217
31.99,-0.660531,31.99,-0.665453,31.99,-0.292601,31.99,-0.900857,31.99,-0.589497,31.99,-0.513863,31.99,-0.851713,31.99,-0.372264,31.99,-0.646854,31.99,-0.716268,31.99,-0.358577,31.99,-0.193824,31.99,-0.551393,31.99,-0.462126,31.99,-0.625743,31.99,1.11709,31.99,-0.308435,31.99,-0.259306,31.99,-0.716045,31.99,-0.575087,31.99,-0.512077,31.99,-0.986265,31.99,-0.699303,31.99,0.0807876,31.99,-0.228533,31.99,-0.149201,31.99,-0.631686,31.99,-0.329897,31.99,-0.380933,31.99,-0.647324,31.99,-0.882514,31.99,0.197085,31.99,-0.676583,31.99,-0.363208,31.99,-0.310513,31.99,-0.421485,31.99,-0.224057,31.99,-0.535916,31.99,0.0111297,31.99,-0.459726,31.99,-0.439561,31.99,-0.585599,31.99,-0.566383,31.99,-0.264871,31.99,-0.363321,31.99,-0.789206,31.99,-0.371691,31.99,-0.694089,31.99,-0.632971,31.99,-0.340955,31.99,-0.222427,31.99,-0.362978,31.99,-0.411674,31.99,-0.44577,31.99,-0.271899,31.99,-0.641132,31.99,-0.213718,31.99,-0.312141,31.99,-0.312686,31.99,-0.326799
33.99,-0.601366,33.99,-0.61804,33.99,-0.257809,33.99,-0.886038,33.99,-0.552007,33.99,-0.447332,33.99,-0.837029,33.99,-0.335832,33.99,-0.608797,33.99,-0.661626,33.99,-0.30928,33.99,-0.133045,33.99,-0.508048,33.99,-0.411743,33.99,-0.573837,33.99,1.29294,33.99,-0.264869,33.99,-0.222293,33.99,-0.661403,33.99,-0.53485,33.99,-0.464391,33.99,-0.959475,33.99,-0.656407,33.99,0.176392,33.99,-0.20558,33.99,-0.127469,33.99,-0.59132,33.99,-0.279559,33.99,-0.344218,33.99,-0.598913,33.99,-0.847746,33.99,0.425035,33.99,-0.632015,33.99,-0.32233,33.99,-0.274594,33.99,-0.381218,33.99,-0.196857,33.99,-0.511311,33.99,0.0663461,33.99,-0.426154,33.99,-0.407115,33.99,-0.55375,33.99,-0.52621,33.99,-0.232654,33.99,-0.327881,33.99,-0.754598,33.99,-0.338307,33.99,-0.652583,33.99,-0.596688,33.99,-0.307731,33.99,-0.190694,33.99,-0.327827,33.99,-0.375966,33.99,-0.394678,33.99,-0.245163,33.99,-0.59749,33.99,-0.14625,33.99,-0.278039,33.99,-0.276739,33.99,-0.282093
35.99,-0.537789,35.99,-0.571977,35.99,-0.22562,35.99,-0.870723,35.99,-0.514356,35.99,-0.383993,35.99,-0.82205,35.99,-0.302221,35.99,-0.570403,35.99,-0.60777,35.99,-0.259794,35.99,-0.0721046,35.99,-0.464591,35.99,-0.363649,35.99,-0.524294,35.99,1.47851,35.99,-0.224236,35.99,-0.187915,35.99,-0.607553,35.99,-0.494629,35.99,-0.420072,35.99,-0.922295,35.99,-0.612753,35.99,0.269222,35.99,-0.184578,35.99,-0.107427,35.99,-0.550117,35.99,-0.229054,35.99,-0.310557,35.99,-0.551867,35.99,-0.808105,35.99,0.687121,35.99,-0.587867,35.99,-0.281409,35.99,-0.241042,35.99,-0.344027,35.99,-0.171537,35.99,-0.48621,35.99,0.118535,35.99,-0.393159,35.99,-0.375294,35.99,-0.522532,35.99,-0.48593,35.99,-0.203074,35.99,-0.295337,35.99,-0.717964,35.99,-0.307251,35.99,-0.609629,35.99,-0.559992,35.99,-0.277292,35.99,-0.161219,35.99,-0.29553,35.99,-0.342582,35.99,-0.347954,35.99,-0.220752,35.99,-0.553348,35.99,-0.0791448,35.99,-0.246434,35.99,-0.24315,35.99,-0.237134
37.99,-0.470135,37.99,-0.527645,37.99,-0.19587,37.99,-0.854973,37.99,-0.476579,37.99,-0.324026,37.99,-0.806794,37.99,-0.271335,37.99,-0.531746,37.99,-0.555589,37.99,-0.210144,37.99,-0.0110978,37.99,-0.421058,37.99,-0.31804,37.99,-0.477468,37.99,1.67421,37.99,-0.186441,37.99,-0.156047,37.99,-0.55538,37.99,-0.454581,37.99,-0.379142,37.99,-0.877202,37.99,-0.568483,37.99,0.359029,37.99,-0.1654,37.99,-0.0889641,37.99,-0.50812,37.99,-0.178405,37.99,-0.279779,37.99,-0.506657,37.99,-0.763503,37.99,0.988151,37.99,-0.544473,37.99,-0.240458,37.99,-0.209774,37.99,-0.309835,37.99,-0.148029,37.99,-0.460631,37.99,0.167827,37.99,-0.360792,37.99,-0.34414,37.99,-0.492045,37.99,-0.445575,37.99,-0.175914,37.99,-0.265554,37.99,-0.679185,37.99,-0.278392,37.99,-0.565233,37.99,-0.522925,37.99,-0.249481,37.99,-0.133893,37.99,-0.265955,37.99,-0.311501,37.99,-0.305226,37.99,-0.198504,37.99,-0.508771,37.99,-0.0124747,37.99,-0.217113,37.99,-0.211836,37.99,-0.191951
39.99,-0.398784,39.99,-0.485295,39.99,-0.168395,39.99,-0.838841,39.99,-0.438702,39.99,-0.267456,39.99,-0.791278,39.99,-0.243051,39.99,-0.492884,39.99,-0.505728,39.99,-0.160353,39.99,0.0498927,39.99,-0.377473,39.99,-0.275033,39.99,-0.43356,39.99,1.88026,39.99,-0.151362,39.99,-0.12655,39.99,-0.505531,39.99,-0.414842,39.99,-0.34152,39.99,-0.826479,39.99,-0.523701,39.99,0.445668,39.99,-0.147923,39.99,-0.0719684,39.99,-0.465363,39.99,-0.127633,39.99,-0.251691,39.99,-0.46362,39.99,-0.713941,39.99,1.33363,39.99,-0.502173,39.99,-0.199484,39.99,-0.180688,39.99,-0.278524,39.99,-0.126256,39.99,-0.434593,39.99,0.21437,39.99,-0.329098,39.99,-0.313687,39.99,-0.462377,39.99,-0.405167,39.99,-0.150968,39.99,-0.23838,39.99,-0.638214,39.99,-0.251615,39.99,-0.51948,39.99,-0.485524,39.99,-0.224131,39.99,-0.108596,39.99,-0.238952,39.99,-0.282672,39.99,-0.266154,39.99,-0.178263,39.99,-0.463808,39.99,0.0537041,39.99,-0.189855,39.99,-0.182697,39.99,-0.146568
41.99,-0.324137,41.99,-0.44511,41.99,-0.143036,41.99,-0.822372,41.99,-0.400748,41.99,-0.21421,41.99,-0.775522,41.99,-0.217229,41.99,-0.453861,41.99,-0.458625,41.99,-0.110437,41.99,0.110794,41.99,-0.333854,41.99,-0.234678,41.99,-0.392664,41.99,2.0967,41.99,-0.118857,41.99,-0.0992819,41.99,-0.458441,41.99,-0.375536,41.99,-0.307086,41.99,-0.772195,41.99,-0.478488,41.99,0.529078,41.99,-0.132026,41.99,-0.0563333,41.99,-0.421872,41.99,-0.0767526,41.99,-0.226102,41.99,-0.422986,41.99,-0.659514,41.99,1.72988,41.99,-0.461293,41.99,-0.158496,41.99,-0.153671,41.99,-0.249949,41.99,-0.106134,41.99,-0.408117,41.99,0.258325,41.99,-0.298115,41.99,-0.283966,41.99,-0.433601,41.99,-0.364723,41.99,-0.12805,41.99,-0.213652,41.99,-0.595076,41.99,-0.226824,41.99,-0.472577,41.99,-0.447818,41.99,-0.201076,41.99,-0.0852062,41.99,-0.214364,41.99,-0.256025,41.99,-0.230425,41.99,-0.159878,41.99,-0.418501,41.99,0.119348,41.99,-0.164434,41.99,-0.155623,41.99,-0.101007
43.99,-0.246599,43.99,-0.407198,43.99,-0.119639,43.99,-0.805604,43.99,-0.362733,43.99,-0.164157,43.99,-0.759545,43.99,-0.193714,43.99,-0.414712,43.99,-0.414545,43.99,-0.0604111,43.99,0.171544,43.99,-0.290212,43.99,-0.196973,43.99,-0.354787,43.99,2.32339,43.99,-0.0887752,43.99,-0.0740942,43.99,-0.414374,43.99,-0.336773,43.99,-0.275678,43.99,-0.716168,43.99,-0.432913,43.99,0.609267,43.99,-0.11759,43.99,-0.0419555,43.99,-0.377669,43.99,-0.0257761,43.99,-0.202822,43.99,-0.384875,43.99,-0.600418,43.99,2.18411,43.99,-0.42212,43.99,-0.117497,43.99,-0.128605,43.99,-0.223946,43.99,-0.0875789,43.99,-0.381219,43.99,0.299855,43.99,-0.267874,43.99,-0.255001,43.99,-0.405778,43.99,-0.324254,43.99,-0.106984,43.99,-0.191206,43.99,-0.549867,43.99,-0.203934,43.99,-0.424876,43.99,-0.409838,43.99,-0.18015,43.99,-0.0635972,43.99,-0.192027,43.99,-0.231473,43.99,-0.19775,43.99,-0.143209,43.99,-0.372886,43.99,0.184423,43.99,-0.140618,43.99,-0.130496,43.99,-0.0552853
45.99,-0.16656,45.99,-0.371618,45.99,-0.0980547,45.99,-0.788573,45.99,-0.324669,45.99,-0.117134,45.99,-0.743368,45.99,-0.172349,45.99,-0.375464,45.99,-0.373614,45.99,-0.0102867,45.99,0.232087,45.99,-0.246554,45.99,-0.161872,45.99,-0.319879,45.99,2.55995,45.99,-0.0609584,45.99,-0.0508414,45.99,-0.373456,45.99,-0.298649,45.99,-0.247116,45.99,-0.659939,45.99,-0.387021,45.99,0.686296,45.99,-0.104502,45.99,-0.0287362,45.99,-0.332772,45.99,0.0252857,45.99,-0.181677,45.99,-0.349346,45.99,-0.536922,45.99,2.7046,45.99,-0.384915,45.99,-0.0764901,45.99,-0.105365,45.99,-0.200348,45.99,-0.0704998,45.99,-0.353917,45.99,0.339124,45.99,-0.238402,45.99,-0.226811,45.99,-0.378963,45.99,-0.283769,45.99,-0.0876112,45.99,-0.170878,45.99,-0.502747,45.99,-0.182867,45.99,-0.376899,45.99,-0.37161,45.99,-0.161193,45.99,-0.0436446,45.99,-0.171779,45.99,-0.208919,45.99,-0.167863,45.99,-0.128119,45.99,-0.326995,45.99,0.248905,45.99,-0.118173,45.99,-0.107193,45.99,-0.00941916
47.99,-0.0843898,47.99,-0.33838,47.99,-0.0781421,47.99,-0.771305,47.99,-0.286568,47.99,-0.0729604,47.99,-0.727011,47.99,-0.152977,47.99,-0.336138,47.99,-0.335855,47.99,0.039926,47.99,0.292379,47.99,-0.202886,47.99,-0.1293,47.99,-0.287844,47.99,2.80577,47.99,-0.0352485,47.99,-0.02938,47.99,-0.335711,47.99,-0.261247,47.99,-0.221209,47.99,-0.60475,47.99,-0.340854,47.99,0.760265,47.99,-0.0926531,47.99,-0.0165813,47.99,-0.287196,47.99,0.0764241,47.99,-0.162503,47.99,-0.316385,47.99,-0.469361,47.99,3.30081,47.99,-0.349861,47.99,-0.0354782,47.99,-0.0838285,47.99,-0.178982,47.99,-0.0548063,47.99,-0.326227,47.99,0.376316,47.99,-0.209719,47.99,-0.199411,47.99,-0.353195,47.99,-0.243272,47.99,-0.0697844,47.99,-0.152505,47.99,-0.453916,47.99,-0.163547,47.99,-0.329331,47.99,-0.333158,47.99,-0.144049,47.99,-0.0252261,47.99,-0.153463,47.99,-0.188256,47.99,-0.140521,47.99,-0.11448,47.99,-0.280857,47.99,0.312777,47.99,-0.0968566,47.99,-0.0855918,47.99,0.0365781
49.99,-0.000423821,49.99,-0.307457,49.99,-0.0597668,49.99,-0.753825,49.99,-0.248436,49.99,-0.0314521,49.99,-0.710495,49.99,-0.135441,49.99,-0.296748,49.99,-0.301215,49.99,0.0902186,49.99,0.352383,49.99,-0.159211,49.99,-0.0991558,49.99,-0.258553,49.99,3.06006,49.99,-0.0114893,49.99,-0.00957108,49.99,-0.301083,49.99,-0.224639,49.99,-0.197761,49.99,-0.551549,49.99,-0.294444,49.99,0.831304,49.99,-0.0819412,49.99,-0.00540179,49.99,-0.240954,49.99,0.127631,49.99,-0.145151,49.99,-0.285946,49.99,-0.398116,49.99,3.98355,49.99,-0.317081,49.99,0.00553725,49.99,-0.0638733,49.99,-0.159677,49.99,-0.0404069,49.99,-0.298166,49.99,0.411582,49.99,-0.18184,49.99,-0.172811,49.99,-0.32851,49.99,-0.202768,49.99,-0.0533676,49.99,-0.135931,49.99,-0.403605,49.99,-0.145898,49.99,-0.282993,49.99,-0.294505,49.99,-0.12857,49.99,-0.00822316,49.99,-0.136925,49.99,-0.169376,49.99,-0.115498,49.99,-0.102171,49.99,-0.234499,49.99,0.376026,49.99,-0.0764206,49.99,-0.0655719,49.99,0.0826945
51.99,0.085037,51.99,-0.278802,51.99,-0.042802,51.99,-0.736154,51.99,-0.210281,51.99,0.00757417,51.99,-0.693839,51.99,-0.119594,51.99,-0.257308,51.99,-0.269583,51.99,0.140584,51.99,0.41207,51.99,-0.115533,51.99,-0.0713242,51.99,-0.231863,51.99,3.32178,51.99,0.0104713,51.99,0.00871874,51.99,-0.269463,51.99,-0.188885,51.99,-0.176585,51.99,-0.501006,51.99,-0.247819,51.99,0.899563,51.99,-0.0722689,51.99,0.00488619,51.99,-0.194061,51.99,0.178901,51.99,-0.129478,51.99,-0.257943,51.99,-0.323586,51.99,4.76522,51.99,-0.286633,51.99,0.0465551,51.99,-0.0453806,51.99,-0.142268,51.99,-0.0272107,51.99,-0.269749,51.99,0.445094,51.99,-0.154775,51.99,-0.147016,51.99,-0.304929,51.99,-0.162259,51.99,-0.0382362,51.99,-0.121008,51.99,-0.35205,51.99,-0.129837,51.99,-0.238783,51.99,-0.255674,51.99,-0.114618,51.99,0.00747825,51.99,-0.122017,51.99,-0.152167,51.99,-0.0925884,51.99,-0.0910789,51.99,-0.187946,51.99,0.43865,51.99,-0.0566057,51.99,-0.0470149,51.99,0.12892
53.99,0.171729,53.99,-0.252336,53.99,-0.0271287,53.99,-0.71831,53.99,-0.172108,53.99,0.0442965,53.99,-0.67706,53.99,-0.105292,53.99,-0.217826,53.99,-0.240813,53.99,0.191015,53.99,0.471417,53.99,-0.0718518,53.99,-0.0456777,53.99,-0.207613,53.99,3.58973,53.99,0.0307795,53.99,0.0256164,53.99,-0.240705,53.99,-0.154031,53.99,-0.157494,53.99,-0.45355,53.99,-0.201,53.99,0.965207,53.99,-0.0635448,53.99,0.0143613,53.99,-0.146529,53.99,0.230228,53.99,-0.115351,53.99,-0.23227,53.99,-0.246173,53.99,5.65995,53.99,-0.258523,53.99,0.0875747,53.99,-0.028236,53.99,-0.126597,53.99,-0.0151283,53.99,-0.240991,53.99,0.476999,53.99,-0.128529,53.99,-0.122026,53.99,-0.282468,53.99,-0.121747,53.99,-0.0242752,53.99,-0.107592,53.99,-0.299482,53.99,-0.115278,53.99,-0.197589,53.99,-0.216684,53.99,-0.102059,53.99,0.0219865,53.99,-0.108601,53.99,-0.136517,53.99,-0.0716007,53.99,-0.0810967,53.99,-0.141223,53.99,0.500649,53.99,-0.037138,53.99,-0.0298073,53.99,0.175244
55.99,0.259424,55.99,-0.227972,55.99,-0.0126353,55.99,-0.700309,55.99,-0.133921,55.99,0.0788852,55.99,-0.660177,55.99,-0.0923999,55.99,-0.178311,55.99,-0.214736,55.99,0.241506,55.99,0.530413,55.99,-0.0281692,55.99,-0.0220832,55.99,-0.185641,55.99,3.86254,55.99,0.0495745,55.99,0.0412418,55.99,-0.214639,55.99,-0.120115,55.99,-0.140313,55.99,-0.409414,55.99,-0.154005,55.99,1.02841,55.99,-0.0556838,55.99,0.0230969,55.99,-0.0983715,55.99,0.281607,55.99,-0.102641,55.99,-0.208804,55.99,-0.166269,55.99,6.68398,55.99,-0.2327,55.99,0.128595,55.99,-0.0123304,55.99,-0.112514,55.99,-0.00407201,55.99,-0.211904,55.99,0.507442,55.99,-0.1031,55.99,-0.0978391,55.99,-0.261135,55.99,-0.0812336,55.99,-0.0113789,55.99,-0.0955517,55.99,-0.246112,55.99,-0.10213,55.99,-0.160186,55.99,-0.177555,55.99,-0.0907704,55.99,0.0354042,55.99,-0.0965463,55.99,-0.122315,55.99,-0.0523601,55.99,-0.0721256,55.99,-0.09435,55.99,0.562031,55.99,-0.0177237,55.99,-0.0138404,55.99,0.22166
57.99,0.347929,57.99,-0.205611,57.99,0.000781852,57.99,-0.682163,57.99,-0.0957219,57.99,0.111502,57.99,-0.643205,57.99,-0.0807926,57.99,-0.138768,57.99,-0.19117,57.99,0.292053,57.99,0.589047,57.99,0.0155143,57.99,-0.00040572,57.99,-0.165779,57.99,4.13874,57.99,0.0669877,57.99,0.0557078,57.99,-0.191082,57.99,-0.0871633,57.99,-0.124872,57.99,-0.368679,57.99,-0.106851,57.99,1.08934,57.99,-0.048606,57.99,0.0311614,57.99,-0.0496031,57.99,0.333034,57.99,-0.0912271,57.99,-0.187416,57.99,-0.0842407,57.99,7.85578,57.99,-0.209086,57.99,0.169617,57.99,0.00243943,57.99,-0.0998751,57.99,0.0060426,57.99,-0.182504,57.99,0.536571,57.99,-0.0784834,57.99,-0.0744465,57.99,-0.24093,57.99,-0.0407184,57.99,0.000549807,57.99,-0.0847606,57.99,-0.192126,57.99,-0.0902973,57.99,-0.127149,57.99,-0.138305,57.99,-0.0806374,57.99,0.0478278,57.99,-0.0857294,57.99,-0.109454,57.99,-0.0347057,57.99,-0.0640736,57.99,-0.0473482,57.99,0.622807,57.99,0.00195724,57.99,0.000988606,57.99,0.26816
# x axis: Test potential (mV); y axis: Normalised peak I_{CaL} current (dimensionless)
